Price,Brand,Model,Power,Efficiency,Link
103.43,Corsair,CP-9020226-NA,650,80+ Bronze,https://amazon.com/dp/B08FVJ4XRK?tag=pcbuilder00-20
105.91,Corsair,CV,650,80+ Bronze,https://amazon.com/dp/B0838YDBP3?tag=pcbuilder00-20
169.99,Corsair,CX (2017),650,80+ Bronze,https://amazon.com/dp/B01MRW2K7E?tag=pcbuilder00-20
299.99,Corsair,CP-9020039-NA,650,80+ Bronze,https://amazon.com/dp/B005E98I0G?tag=pcbuilder00-20
299.99,Corsair,CP-9020064-NA,700,80+ Bronze,https://amazon.com/dp/B00ALSNDS2?tag=pcbuilder00-20
93.99,Corsair,CP-9020222-NA,750,80+ Bronze,https://amazon.com/dp/B093ND8LML?tag=pcbuilder00-20
98.37,Corsair,CX750F,750,80+ Bronze,https://amazon.com/dp/B08FVCD21D?tag=pcbuilder00-20
109.99,Corsair,CX750F,750,80+ Bronze,https://amazon.com/dp/B08FVJ7MGK?tag=pcbuilder00-20
109.99,Corsair,CX750M V2,750,80+ Bronze,https://amazon.com/dp/B078M6D5CJ?tag=pcbuilder00-20
169.99,Corsair,CXM,750,80+ Bronze,https://amazon.com/dp/B00ALK3KEM?tag=pcbuilder00-20
195.29,Corsair,CX (2017),750,80+ Bronze,https://amazon.com/dp/B01N9KIFWF?tag=pcbuilder00-20
207.35,Corsair,CX 750,750,80+ Bronze,https://amazon.com/dp/B008RJZQSW?tag=pcbuilder00-20
384.98,Corsair,TX750,750,80+ Bronze,https://amazon.com/dp/B004MYFODI?tag=pcbuilder00-20
499.99,Corsair,CP-9020003-NA,750,80+ Bronze,https://amazon.com/dp/B005E98FVS?tag=pcbuilder00-20
499.99,Corsair,CP-9020004-NA,850,80+ Bronze,https://amazon.com/dp/B005E98EI2?tag=pcbuilder00-20
599.99,Corsair,TX850,850,80+ Bronze,https://amazon.com/dp/B004MYFODS?tag=pcbuilder00-20
114.99,Corsair,SF450,450,80+ Gold,https://amazon.com/dp/B01CGGOXWQ?tag=pcbuilder00-20
77.1,Corsair,CP-9020220-NA,550,80+ Gold,https://amazon.com/dp/B093NVY3TY?tag=pcbuilder00-20
112.16,Corsair,RMx (2018),550,80+ Gold,https://amazon.com/dp/B079HGL413?tag=pcbuilder00-20
113.65,Corsair,TXM,550,80+ Gold,https://amazon.com/dp/B01MSEYY23?tag=pcbuilder00-20
195.99,Corsair,RM550x,550,80+ Gold,https://amazon.com/dp/B015YEICJ2?tag=pcbuilder00-20
299.99,Corsair,CP-9020053-NA,550,80+ Gold,https://amazon.com/dp/B00EB7UIO6?tag=pcbuilder00-20
119.99,Corsair,SF,600,80+ Gold,https://amazon.com/dp/B01CGI5M24?tag=pcbuilder00-20
79.99,Corsair,RM650,650,80+ Gold,https://amazon.com/dp/B093NGBKKD?tag=pcbuilder00-20
124.99,Corsair,CP-9020198-NA,650,80+ Gold,https://amazon.com/dp/B08R5Q1W7R?tag=pcbuilder00-20
148,Corsair,TXM,650,80+ Gold,https://amazon.com/dp/B01N18J52E?tag=pcbuilder00-20
196.56,Corsair,RM650x,650,80+ Gold,https://amazon.com/dp/B015YEIBJ8?tag=pcbuilder00-20
219.99,Corsair,RMx (2018),650,80+ Gold,https://amazon.com/dp/B079H6111J?tag=pcbuilder00-20
224.4,Corsair,RM650x,650,80+ Gold,https://amazon.com/dp/B00EB7UIRS?tag=pcbuilder00-20
250,Corsair,CP-9020006-NA,650,80+ Gold,https://amazon.com/dp/B00539M628?tag=pcbuilder00-20
83.99,Corsair,RM750,750,80+ Gold,https://amazon.com/dp/B093R3HVCK?tag=pcbuilder00-20
109.99,Corsair,RM750x,750,80+ Gold,https://amazon.com/dp/B08R5W27JS?tag=pcbuilder00-20
129.99,Corsair,CP-9020251-NA,750,80+ Gold,https://amazon.com/dp/B0C61XRJBG?tag=pcbuilder00-20
134,Corsair,RMx (2018),750,80+ Gold,https://amazon.com/dp/B079HGN5QS?tag=pcbuilder00-20
144.99,Corsair,RMX,750,80+ Gold,https://amazon.com/dp/B07JHRLXWG?tag=pcbuilder00-20
147.99,Corsair,RM750,750,80+ Gold,https://amazon.com/dp/B093NL61FB?tag=pcbuilder00-20
172,Corsair,RM750x,750,80+ Gold,https://amazon.com/dp/B015YEI9NQ?tag=pcbuilder00-20
178.98,Corsair,CP-9020262-NA,750,80+ Gold,https://amazon.com/dp/B0BYR1BXC6?tag=pcbuilder00-20
180.99,Corsair,CP-9020248-NA,750,80+ Gold,https://amazon.com/dp/B0BN234QRZ?tag=pcbuilder00-20
190,Corsair,RM750,750,80+ Gold,https://amazon.com/dp/B07RF237B1?tag=pcbuilder00-20
226.41,Corsair,RM 750W,750,80+ Gold,https://amazon.com/dp/B00EB7UITQ?tag=pcbuilder00-20
235,Corsair,RM750x,750,80+ Gold,https://amazon.com/dp/B073H3QPJW?tag=pcbuilder00-20
243.98,Corsair,HX 750,750,80+ Gold,https://amazon.com/dp/B0090I9VZI?tag=pcbuilder00-20
499.99,Corsair,CMPSU-750HX,750,80+ Gold,https://amazon.com/dp/B0029F21LK?tag=pcbuilder00-20
95.99,Corsair,RM850,850,80+ Gold,https://amazon.com/dp/B093NQKFGC?tag=pcbuilder00-20
114.99,Corsair,RM850,850,80+ Gold,https://amazon.com/dp/B093RCJRNS?tag=pcbuilder00-20
129.99,Corsair,CP-9020263-NA,850,80+ Gold,https://amazon.com/dp/B0BYQPH5J3?tag=pcbuilder00-20
139.99,Corsair,CP-9020252-NA,850,80+ Gold,https://amazon.com/dp/B0BP8BJ7X4?tag=pcbuilder00-20
144.99,Corsair,RM850x (2021),850,80+ Gold,https://amazon.com/dp/B08R5JPTMZ?tag=pcbuilder00-20
146.86,Corsair,CP-9020249-UK,850,80+ Gold,https://amazon.com/dp/B0B7XM98VK?tag=pcbuilder00-20
169.99,Corsair,RM850x,850,80+ Gold,https://amazon.com/dp/B015YEI8JG?tag=pcbuilder00-20
179.99,Corsair,CP-9020245-NA,850,80+ Gold,https://amazon.com/dp/B0BW9SV8HQ?tag=pcbuilder00-20
199,Corsair,RM850,850,80+ Gold,https://amazon.com/dp/B07RCKG95L?tag=pcbuilder00-20
209,Corsair,RMx (2018),850,80+ Gold,https://amazon.com/dp/B079H5WNXN?tag=pcbuilder00-20
249,Corsair,RMx (2018),850,80+ Gold,https://amazon.com/dp/B07JWT8YV3?tag=pcbuilder00-20
307,Corsair,RM850x,850,80+ Gold,https://amazon.com/dp/B073GWFBQ3?tag=pcbuilder00-20
439.98,Corsair,CP-9020130-NA,850,80+ Gold,https://amazon.com/dp/B01N5WW9GQ?tag=pcbuilder00-20
499.99,Corsair,CMPSU-850AX,850,80+ Gold,https://amazon.com/dp/B003PJ6QW4?tag=pcbuilder00-20
134.99,Corsair,RM1000e,1000,80+ Gold,https://amazon.com/dp/B0B7237XFJ?tag=pcbuilder00-20
167.99,Corsair,RM1000x,1000,80+ Gold,https://amazon.com/dp/B08R5PH1VY?tag=pcbuilder00-20
178,Corsair,CP-9020264-NA,1000,80+ Gold,https://amazon.com/dp/B0BYQHWJXC?tag=pcbuilder00-20
184.99,Corsair,CP-9020253-NA,1000,80+ Gold,https://amazon.com/dp/B0BP8B6M7Y?tag=pcbuilder00-20
199.99,Corsair,CP-9020246-NA,1000,80+ Gold,https://amazon.com/dp/B0BW9TG9ZY?tag=pcbuilder00-20
229,Corsair,RM1000x,1000,80+ Gold,https://amazon.com/dp/B015YEI7LK?tag=pcbuilder00-20
544.4,Corsair,RM1000,1000,80+ Gold,https://amazon.com/dp/B00EB7UIZU?tag=pcbuilder00-20
144.99,Corsair,SF,600,80+ Platinum,https://amazon.com/dp/B07F84FJ1G?tag=pcbuilder00-20
144.99,Corsair,HX Platinum,750,80+ Platinum,https://amazon.com/dp/B01N6PEBNL?tag=pcbuilder00-20
159.99,Corsair,SF,750,80+ Platinum,https://amazon.com/dp/B07M63H81H?tag=pcbuilder00-20
344.39,Corsair,HX750i,750,80+ Platinum,https://amazon.com/dp/B00M2UINC8?tag=pcbuilder00-20
699.99,Corsair,AX760,760,80+ Platinum,https://amazon.com/dp/B00A0HZMEM?tag=pcbuilder00-20
174.99,Corsair,HX850,850,80+ Platinum,https://amazon.com/dp/B01NARQ2QU?tag=pcbuilder00-20
489.99,Corsair,HX850i,850,80+ Platinum,https://amazon.com/dp/B00M2UIXX2?tag=pcbuilder00-20
219.99,Corsair,HX1000i,1000,80+ Platinum,https://amazon.com/dp/B0B3S8HR8M?tag=pcbuilder00-20
239,Corsair,HX,1000,80+ Platinum,https://amazon.com/dp/B01N5NWKHH?tag=pcbuilder00-20
499,Corsair,HX1000i,1000,80+ Platinum,https://amazon.com/dp/B00M2UINT6?tag=pcbuilder00-20
239,Corsair,HX,1200,80+ Platinum,https://amazon.com/dp/B01MZ8A8NW?tag=pcbuilder00-20
499,Corsair,HX1200i,1200,80+ Platinum,https://amazon.com/dp/B00U6GTONM?tag=pcbuilder00-20
399.99,Corsair,CP-9020215-NA,1500,80+ Platinum,https://amazon.com/dp/B0B3S8GMCK?tag=pcbuilder00-20
629.99,Corsair,HX1500i,1500,80+ Platinum,https://amazon.com/dp/B0B4KKP4ZB?tag=pcbuilder00-20
408.23,Corsair,AX850,850,80+ Titanium,https://amazon.com/dp/B07MRF491W?tag=pcbuilder00-20
622.99,Corsair,AXi,1600,80+ Titanium,https://amazon.com/dp/B0787G1Z74?tag=pcbuilder00-20
234.99,Corsair,CP-9020259-NA,1000,,https://amazon.com/dp/B0BZ2CRW8H?tag=pcbuilder00-20
86.47,COUGAR,VTE X2 750,750,80+,https://amazon.com/dp/B0B9HRHBYR?tag=pcbuilder00-20
89.99,COUGAR,VTE600,600,80+ Bronze,https://amazon.com/dp/B071RV6FPX?tag=pcbuilder00-20
119.9,COUGAR,GEX650,650,80+ Gold,https://amazon.com/dp/B08H8BGMQP?tag=pcbuilder00-20
249.9,COUGAR,31PL120001P01,1200,80+ Platinum,https://amazon.com/dp/B0B3DGC4ZT?tag=pcbuilder00-20
635,COUGAR,GEX 1050,1050,,https://amazon.com/dp/B0993VVFJH?tag=pcbuilder00-20
66.69,DEEP COOL,DA500,500,80+ Bronze,https://amazon.com/dp/B071S667D4?tag=pcbuilder00-20
70.99,DEEP COOL,DA700,700,80+ Bronze,https://amazon.com/dp/B077PQZHMD?tag=pcbuilder00-20
104.92,DEEP COOL,DQ750-M-V2L,750,80+ Gold,https://amazon.com/dp/B089K2Y4Q4?tag=pcbuilder00-20
119.87,DEEP COOL,DQ850-M-V2L,850,80+ Gold,https://amazon.com/dp/B089K8DDSS?tag=pcbuilder00-20
94.51,DeepCool,R-PM650D-FA0B-US,650,80+ Gold,https://amazon.com/dp/B09RV88ZQZ?tag=pcbuilder00-20
197,DeepCool,DQ650-M-V2L,650,80+ Gold,https://amazon.com/dp/B08FRJX752?tag=pcbuilder00-20
84.32,DeepCool,R-PM750D-FA0B-US,750,80+ Gold,https://amazon.com/dp/B09Y5M2422?tag=pcbuilder00-20
90.14,DeepCool,R-PM850D-FA0B-US,850,80+ Gold,https://amazon.com/dp/B09Y5LRPKZ?tag=pcbuilder00-20
106.61,DeepCool,R-PX850G-FC0B-US,850,80+ Gold,https://amazon.com/dp/B0C84GQCX6?tag=pcbuilder00-20
179.99,DeepCool,R-PXC00G-FC0B-US,1200,80+ Gold,https://amazon.com/dp/B0C84FRBC5?tag=pcbuilder00-20
37,Enermax,Cyberbron,500,80+ Bronze,https://amazon.com/dp/B08K1ZBYPZ?tag=pcbuilder00-20
56,Enermax,ECB600AWT,600,80+ Bronze,https://amazon.com/dp/B08K1TH6HT?tag=pcbuilder00-20
74,Enermax,Revolution D.F,650,80+ Gold,https://amazon.com/dp/B07PB67ZS7?tag=pcbuilder00-20
105.99,Enermax,ERF750AWT,750,80+ Gold,https://amazon.com/dp/B07P6SJJN6?tag=pcbuilder00-20
109.99,Enermax,ERS850EWT,850,80+ Gold,https://amazon.com/dp/B0BVTBT25B?tag=pcbuilder00-20
114.99,Enermax,ERF850AWT,850,80+ Gold,https://amazon.com/dp/B07P7XLVJG?tag=pcbuilder00-20
129.99,Enermax,ERT850EWT,850,80+ Gold,https://amazon.com/dp/B0C9L8YDN1?tag=pcbuilder00-20
149.99,Enermax,ERT1050EWT,1050,80+ Gold,https://amazon.com/dp/B0C9L3259S?tag=pcbuilder00-20
149.99,Enermax,ERS1050EWT,1050,80+ Gold,https://amazon.com/dp/B0BYBQGR9S?tag=pcbuilder00-20
169.99,Enermax,ERS1200EWT,1200,80+ Gold,https://amazon.com/dp/B0BYB75CYX?tag=pcbuilder00-20
368.99,Enermax,EMR1350EWT,1350,80+ Gold,https://amazon.com/dp/B0051VVU6G?tag=pcbuilder00-20
107.1,Enermax,EPF600AWT,600,80+ Platinum,https://amazon.com/dp/B01NCLCU62?tag=pcbuilder00-20
50.99,EVGA,100-W1-0500-K3,500,80+,https://amazon.com/dp/B00H33SFJU?tag=pcbuilder00-20
45.5,EVGA,100-W1-0600-K1,600,80+,https://amazon.com/dp/B0160XJAQK?tag=pcbuilder00-20
57.85,EVGA,100-N1-0650-L1,650,80+,https://amazon.com/dp/B01LYRXRDI?tag=pcbuilder00-20
28.2,EVGA,100-N1-0400-L1,400,80+ Bronze,https://amazon.com/dp/B00LV8TZAG?tag=pcbuilder00-20
54.99,EVGA,BR,450,80+ Bronze,https://amazon.com/dp/B07DTP6SLJ?tag=pcbuilder00-20
62.99,EVGA,BQ500,500,80+ Bronze,https://amazon.com/dp/B01N3OAFHD?tag=pcbuilder00-20
64.99,EVGA,BA500,500,80+ Bronze,https://amazon.com/dp/B08BNLL2SJ?tag=pcbuilder00-20
69.64,EVGA,BR,500,80+ Bronze,https://amazon.com/dp/B07DTMXD83?tag=pcbuilder00-20
124.15,EVGA,100-BT-0500-K1,500,80+ Bronze,https://amazon.com/dp/B07QWNQQKQ?tag=pcbuilder00-20
77.99,EVGA,100-BP-0510-K1,510,80+ Bronze,https://amazon.com/dp/B08N3X9WQQ?tag=pcbuilder00-20
59.99,EVGA,100-BP-0550-K1,550,80+ Bronze,https://amazon.com/dp/B0B1S1PN6H?tag=pcbuilder00-20
89.52,EVGA,B5,550,80+ Bronze,https://amazon.com/dp/B084RGH8W4?tag=pcbuilder00-20
64.99,EVGA,BR,600,80+ Bronze,https://amazon.com/dp/B07DTP6QKG?tag=pcbuilder00-20
69.99,EVGA,100-BA-0600-K1,600,80+ Bronze,https://amazon.com/dp/B08BNRGWXZ?tag=pcbuilder00-20
74.99,EVGA,BQ,600,80+ Bronze,https://amazon.com/dp/B01MTJTO2O?tag=pcbuilder00-20
185,EVGA,600B1,600,80+ Bronze,https://amazon.com/dp/B00EON40CS?tag=pcbuilder00-20
71.53,EVGA,100-BP-0610-K1,610,80+ Bronze,https://amazon.com/dp/B08N436KGR?tag=pcbuilder00-20
96.07,EVGA,BQ,650,80+ Bronze,https://amazon.com/dp/B01FYDU8X6?tag=pcbuilder00-20
74.98,EVGA,BR,700,80+ Bronze,https://amazon.com/dp/B07DTP6MWS?tag=pcbuilder00-20
94.9,EVGA,110-BQ-0700-V1,700,80+ Bronze,https://amazon.com/dp/B0877B3TJJ?tag=pcbuilder00-20
139.99,EVGA,100-BP-0710-K1,710,80+ Bronze,https://amazon.com/dp/B08N4NV5HM?tag=pcbuilder00-20
89.5,EVGA,B5,750,80+ Bronze,https://amazon.com/dp/B084R89CJ5?tag=pcbuilder00-20
92.99,EVGA,BQ,750,80+ Bronze,https://amazon.com/dp/B01FYDUDJ0?tag=pcbuilder00-20
119,EVGA,BQ 850,850,80+ Bronze,https://amazon.com/dp/B01FYDUCA0?tag=pcbuilder00-20
129.99,EVGA,B5 850,850,80+ Bronze,https://amazon.com/dp/B084R8FT1X?tag=pcbuilder00-20
99.99,EVGA,SuperNOVA GM,450,80+ Gold,https://amazon.com/dp/B07JFLNG3B?tag=pcbuilder00-20
68.75,EVGA,200-GE-0500-V1,500,80+ Gold,https://amazon.com/dp/B0C1ZXGT67?tag=pcbuilder00-20
73.95,EVGA,GD (2019),500,80+ Gold,https://amazon.com/dp/B07WC79PPN?tag=pcbuilder00-20
103.99,EVGA,SuperNOVA GM,550,80+ Gold,https://amazon.com/dp/B07JFLGGQ6?tag=pcbuilder00-20
122.96,EVGA,SuperNOVA GA,550,80+ Gold,https://amazon.com/dp/B07WNXY6T5?tag=pcbuilder00-20
128.99,EVGA,SuperNOVA G3,550,80+ Gold,https://amazon.com/dp/B01LWTS2UL?tag=pcbuilder00-20
79.15,EVGA,200-GE-0600-V1,600,80+ Gold,https://amazon.com/dp/B0C1ZX644C?tag=pcbuilder00-20
84.99,EVGA,GD (2019),600,80+ Gold,https://amazon.com/dp/B07W5WZCTR?tag=pcbuilder00-20
89.75,EVGA,220-GT-0650-Y1,650,80+ Gold,https://amazon.com/dp/B088SSX883?tag=pcbuilder00-20
93.89,EVGA,GQ,650,80+ Gold,https://amazon.com/dp/B017HA3SQ8?tag=pcbuilder00-20
94.99,EVGA,SuperNOVA G1+,650,80+ Gold,https://amazon.com/dp/B0797CDK7J?tag=pcbuilder00-20
97.03,EVGA,220-G6-0650-X1,650,80+ Gold,https://amazon.com/dp/B08WJJQRGB?tag=pcbuilder00-20
99.99,EVGA,SuperNOVA G3,650,80+ Gold,https://amazon.com/dp/B01LYGFRL6?tag=pcbuilder00-20
109.99,EVGA,650 G5,650,80+ Gold,https://amazon.com/dp/B07WDLTKNM?tag=pcbuilder00-20
120.97,EVGA,SuperNOVA GM,650,80+ Gold,https://amazon.com/dp/B07JG5M5TW?tag=pcbuilder00-20
124,EVGA,SuperNOVA GA,650,80+ Gold,https://amazon.com/dp/B07WW1XK45?tag=pcbuilder00-20
64.8,EVGA,GD (2019),700,80+ Gold,https://amazon.com/dp/B07W956JBC?tag=pcbuilder00-20
89.99,EVGA,200-GE-0700-V1,700,80+ Gold,https://amazon.com/dp/B0C1ZX7P1W?tag=pcbuilder00-20
97.99,EVGA,220-GT-0750-Y1,750,80+ Gold,https://amazon.com/dp/B088SV1FH9?tag=pcbuilder00-20
119.99,EVGA,SuperNOVA GA,750,80+ Gold,https://amazon.com/dp/B07WW1XF51?tag=pcbuilder00-20
127.99,EVGA,GQ,750,80+ Gold,https://amazon.com/dp/B017HA3RGE?tag=pcbuilder00-20
129,EVGA,Super Nova 750 G5,750,80+ Gold,https://amazon.com/dp/B07WGQT8CC?tag=pcbuilder00-20
135.99,EVGA,123-GM-0750-X1,750,80+ Gold,https://amazon.com/dp/B0939VN9QT?tag=pcbuilder00-20
139.99,EVGA,SuperNOVA 750 G6,750,80+ Gold,https://amazon.com/dp/B0998KZ8SP?tag=pcbuilder00-20
176.41,EVGA,SuperNOVA G1+,750,80+ Gold,https://amazon.com/dp/B0797HL9Z4?tag=pcbuilder00-20
225,EVGA,SuperNOVA G3,750,80+ Gold,https://amazon.com/dp/B005BE058W?tag=pcbuilder00-20
99.42,EVGA,200-GE-0800-V1,800,80+ Gold,https://amazon.com/dp/B0C1ZXDZF2?tag=pcbuilder00-20
133.65,EVGA,520-5G-0850-K1,850,80+ Gold,https://amazon.com/dp/B0CD9DW4MV?tag=pcbuilder00-20
134.99,EVGA,220-GT-0850-Y1,850,80+ Gold,https://amazon.com/dp/B08X1C8TK9?tag=pcbuilder00-20
135,EVGA,SuperNOVA GA,850,80+ Gold,https://amazon.com/dp/B07WSXQTD9?tag=pcbuilder00-20
139.99,EVGA,850 GQ,850,80+ Gold,https://amazon.com/dp/B017HA3SO0?tag=pcbuilder00-20
151.13,EVGA,Super Nova 850 G5,850,80+ Gold,https://amazon.com/dp/B07WDLTGC1?tag=pcbuilder00-20
174.29,EVGA,SuperNOVA G1+,850,80+ Gold,https://amazon.com/dp/B0797D6G5R?tag=pcbuilder00-20
176.99,EVGA,220-G6-0850-X1,850,80+ Gold,https://amazon.com/dp/B099821FWG?tag=pcbuilder00-20
179.99,EVGA,SuperNOVA GM850,850,80+ Gold,https://amazon.com/dp/B093B5G7XD?tag=pcbuilder00-20
350,EVGA,220-G2-0850-XR,850,80+ Gold,https://amazon.com/dp/B00IKDETOC?tag=pcbuilder00-20
350,EVGA,220-GL-0850-X1,850,80+ Gold,https://amazon.com/dp/B01LXH982W?tag=pcbuilder00-20
164.74,EVGA,535-5G-1000-K1,1000,80+ Gold,https://amazon.com/dp/B0CDKPPYQ4?tag=pcbuilder00-20
169.99,EVGA,GQ 1000,1000,80+ Gold,https://amazon.com/dp/B017ICWP82?tag=pcbuilder00-20
170.93,EVGA,520-5G-1000-K1,1000,80+ Gold,https://amazon.com/dp/B0CD9TNG2C?tag=pcbuilder00-20
179.99,EVGA,SuperNOVA 1000 G5,1000,80+ Gold,https://amazon.com/dp/B07WMTD41Z?tag=pcbuilder00-20
199.99,EVGA,SuperNOVA G1,1000,80+ Gold,https://amazon.com/dp/B0797D5WHH?tag=pcbuilder00-20
221.82,EVGA,SuperNOVA 1000 GT,1000,80+ Gold,https://amazon.com/dp/B09CRH8YPV?tag=pcbuilder00-20
224.99,EVGA,SuperNOVA 1000 G6,1000,80+ Gold,https://amazon.com/dp/B0997XYF3R?tag=pcbuilder00-20
379.99,EVGA,SuperNOVA,1000,80+ Gold,https://amazon.com/dp/B01LZ3SFB3?tag=pcbuilder00-20
203.86,EVGA,220-GP-1300-X1,1300,80+ Gold,https://amazon.com/dp/B08DZY15CW?tag=pcbuilder00-20
286.14,EVGA,220-GT-1300-X1,1300,80+ Gold,https://amazon.com/dp/B09JL3TWTF?tag=pcbuilder00-20
269.99,EVGA,1600 G+,1600,80+ Gold,https://amazon.com/dp/B08F1DKWX5?tag=pcbuilder00-20
650,EVGA,SuperNOVA 1600 G2,1600,80+ Gold,https://amazon.com/dp/B00MMLUIE8?tag=pcbuilder00-20
115,EVGA,220-P5-0650-X1,650,80+ Platinum,https://amazon.com/dp/B08TRR3LG2?tag=pcbuilder00-20
149.99,EVGA,SuperNova 650,650,80+ Platinum,https://amazon.com/dp/B010HWDPKW?tag=pcbuilder00-20
174.99,EVGA,9B17-438-217,650,80+ Platinum,https://amazon.com/dp/B09D8T9WWJ?tag=pcbuilder00-20
179.96,EVGA,220-P5-0750-X1,750,80+ Platinum,https://amazon.com/dp/B08QLXFLBW?tag=pcbuilder00-20
210,EVGA,210-PQ-0750-X1,750,80+ Platinum,https://amazon.com/dp/B07BVZXW55?tag=pcbuilder00-20
191,EVGA,220-P5-0850-X1,850,80+ Platinum,https://amazon.com/dp/B09NB4PC6K?tag=pcbuilder00-20
218.99,EVGA,220-P6-0850-X1,850,80+ Platinum,https://amazon.com/dp/B09CRLXL76?tag=pcbuilder00-20
375,EVGA,SuperNOVA P2,850,80+ Platinum,https://amazon.com/dp/B010HWDOH6?tag=pcbuilder00-20
233.8,EVGA,220-P3-1000-X1,1000,80+ Platinum,https://amazon.com/dp/B09J5FC6CC?tag=pcbuilder00-20
249.99,EVGA,220-P6-1000-X1,1000,80+ Platinum,https://amazon.com/dp/B09CRLRPBD?tag=pcbuilder00-20
298.28,EVGA,SuperNOVA 1000 P2,1000,80+ Platinum,https://amazon.com/dp/B00EKJQM5E?tag=pcbuilder00-20
329,EVGA,SuperNOVA P2,1200,80+ Platinum,https://amazon.com/dp/B00KYK1CKI?tag=pcbuilder00-20
451.55,EVGA,220-P3-1200-X1,1200,80+ Platinum,https://amazon.com/dp/B09GQM6CW3?tag=pcbuilder00-20
290,EVGA,220-PP-1300-X1,1300,80+ Platinum,https://amazon.com/dp/B099816R9C?tag=pcbuilder00-20
339.99,EVGA,220-PP-1600-X1,1600,80+ Platinum,https://amazon.com/dp/B09M9639VW?tag=pcbuilder00-20
472,EVGA,SuperNOVA P2,1600,80+ Platinum,https://amazon.com/dp/B00NJG61JQ?tag=pcbuilder00-20
234.99,EVGA,SuperNOVA T2,850,80+ Titanium,https://amazon.com/dp/B018JYHGOQ?tag=pcbuilder00-20
279.99,EVGA,SuperNOVA T2,1000,80+ Titanium,https://amazon.com/dp/B018JYHGQE?tag=pcbuilder00-20
